Cus.ID,Date,Cus._Location,Age,Gender,Mobile_Name,Sell_Price,Does_he/she_Come_from_Facebook_Page,Does_he/she_Followed_Our_Page,Did_he/she_buy_any_mobile_before,Did_he/she_hear_of_our_shop_before
8011,2025-02-22,Inside Rangamati,20,F,Galaxy A55 5G 8/128,24657.0,1,0,1,1
8012,2025-02-22,Rangamati Sadar,42,F,R-70 Turbo 5G 6/128,20813.0,0,0,1,1
8013,2025-02-22,Outside Rangamati,28,M,Vivo Y200 5G 6/128,14986.0,1,1,0,1
8014,2025-02-22,Rangamati Sadar,42,F,Vivo Y200 5G 6/128,24979.0,1,0,1,0
8015,2025-02-22,Rangamati Sadar,38,M,Pixel 7a 8/128,23754.0,1,0,0,0
8016,2025-02-22,Rangamati Sadar,25,M,Narzo N53 4/64,25346.0,0,1,1,0
8017,2025-02-22,Inside Rangamati,43,F,iPhone 16 Pro Max 1TB,26332.0,1,1,0,1
8018,2025-02-22,Inside Rangamati,25,F,Vivo Y200 5G 6/128,23198.0,1,1,0,1
8019,2025-02-22,Outside Rangamati,44,F,iQOO Z7 5G 6/128,18786.0,0,0,1,1
8020,2025-02-22,Outside Rangamati,38,F,Vivo Y200 5G 6/128,26762.0,0,0,0,1
8021,2025-02-22,Rangamati Sadar,28,M,Vivo T3x 5G 8/128,25526.0,0,0,0,0
8022,2025-02-22,Outside Rangamati,34,F,Galaxy A55 5G 8/128,23722.0,1,1,1,1
8023,2025-02-22,Outside Rangamati,28,M,iPhone 16 Pro 256GB,31032.0,1,0,0,1
8024,2025-02-22,Rangamati Sadar,43,M,iPhone 16 Pro 256GB,20069.0,0,1,0,1
8025,2025-02-22,Outside Rangamati,44,M,iQOO Neo 9 Pro 5G 12/256,23017.0,0,0,0,1
8026,2025-02-22,Outside Rangamati,35,F,Vivo T3x 5G 8/128,23604.0,0,1,0,1
8027,2025-02-22,Rangamati Sadar,47,F,Vivo Y200 5G 6/128,20625.0,0,0,1,0
8028,2025-02-22,Inside Rangamati,43,M,iPhone 16 Pro 256GB,19017.0,1,1,0,1
8029,2025-02-22,Outside Rangamati,44,F,Galaxy A55 5G 8/128,39766.0,0,0,0,0
8030,2025-02-22,Inside Rangamati,19,F,Moto G85 5G 8/128,19408.0,0,0,1,1
8031,2025-02-22,Inside Rangamati,48,F,Moto G85 5G 8/128,26802.0,0,1,1,0
8032,2025-02-22,Rangamati Sadar,33,F,Note 11S 6/128,22694.0,0,1,0,0
8033,2025-02-22,Inside Rangamati,50,M,R-70 Turbo 5G 6/128,24647.0,1,1,0,1
8034,2025-02-22,Inside Rangamati,41,F,Vivo T3x 5G 8/128,19736.0,1,0,0,0
8035,2025-02-22,Inside Rangamati,50,F,Note 11S 6/128,18534.0,1,0,0,1
8036,2025-02-22,Outside Rangamati,34,F,Pixel 7a 8/128,26573.0,1,1,1,1
8037,2025-02-22,Outside Rangamati,18,M,Pixel 8 Pro 12/256,16982.0,1,0,0,0
8038,2025-02-22,Outside Rangamati,32,M,Vivo Y200 5G 6/128,20867.0,1,0,1,0
8039,2025-02-22,Rangamati Sadar,49,F,Narzo N53 4/64,19947.0,0,0,0,1
8040,2025-02-22,Inside Rangamati,42,F,iPhone 16 Pro Max 1TB,16230.0,0,0,0,0
8041,2025-02-22,Outside Rangamati,47,M,iQOO Z7 5G 6/128,20741.0,0,0,0,1
8042,2025-02-22,Rangamati Sadar,44,F,R-70 Turbo 5G 6/128,24480.0,0,1,1,1
8043,2025-02-22,Outside Rangamati,46,F,Note 11S 6/128,21636.0,1,0,0,1
8044,2025-02-22,Outside Rangamati,21,M,Vivo T3x 5G 8/128,13782.0,0,1,0,1
8045,2025-02-23,Outside Rangamati,20,F,Vivo T3x 5G 8/128,71811.0,0,0,0,1
8046,2025-02-23,Inside Rangamati,48,F,Moto G85 5G 8/128,13495.0,0,0,0,1
8047,2025-02-23,Rangamati Sadar,46,M,iPhone 16 Pro Max 1TB,22209.0,0,0,0,1
8048,2025-02-23,Outside Rangamati,38,F,Galaxy M35 5G 8/128,18112.0,0,1,1,1
8049,2025-02-23,Rangamati Sadar,30,F,Galaxy M35 5G 8/128,21026.0,1,1,0,0
8050,2025-02-23,Outside Rangamati,48,F,Galaxy A55 5G 8/128,17435.0,0,1,0,1
8051,2025-02-23,Outside Rangamati,44,F,Note 11S 6/128,18694.0,1,0,0,0
8052,2025-02-23,Inside Rangamati,22,F,Vivo Y200 5G 6/128,23380.0,1,0,0,1
8053,2025-02-23,Inside Rangamati,30,F,Narzo N53 4/64,13299.0,1,0,0,0
8054,2025-02-23,Inside Rangamati,35,F,Pixel 7a 8/128,19349.0,0,0,0,0
8055,2025-02-23,Outside Rangamati,32,M,Galaxy S24 Ultra 12/256,20929.0,0,0,1,1
8056,2025-02-23,Rangamati Sadar,25,F,Galaxy M35 5G 8/128,23633.0,0,0,1,0
8057,2025-02-23,Inside Rangamati,21,M,Vivo T3x 5G 8/128,12757.0,0,0,1,0
8058,2025-02-23,Outside Rangamati,32,F,Vivo T3x 5G 8/128,26853.0,0,1,0,0
8059,2025-02-23,Rangamati Sadar,32,F,Galaxy A55 5G 8/128,18776.0,1,0,0,1
8060,2025-02-23,Inside Rangamati,47,M,Vivo Y200 5G 6/128,18935.0,1,0,0,1
8061,2025-02-23,Inside Rangamati,25,F,iPhone 16 Pro Max 1TB,24008.0,0,0,1,1
8062,2025-02-23,Outside Rangamati,42,F,R-70 Turbo 5G 6/128,18893.0,1,0,0,1
8063,2025-02-23,Outside Rangamati,39,M,iQOO Z7 5G 6/128,20805.0,0,0,0,0
8064,2025-02-23,Rangamati Sadar,18,M,Redmi Note 12 Pro 8/128,27549.0,0,0,1,1
8065,2025-02-23,Outside Rangamati,36,M,Pixel 7a 8/128,16490.0,0,0,1,1
8066,2025-02-24,Outside Rangamati,29,F,Galaxy S24 Ultra 12/256,21682.0,1,0,1,1
8067,2025-02-24,Outside Rangamati,31,M,Galaxy A55 5G 8/128,15929.0,1,1,0,1
8068,2025-02-24,Outside Rangamati,41,F,Note 14 Pro 5G 8/256,36441.0,0,0,0,1
8069,2025-02-24,Outside Rangamati,50,M,Moto G85 5G 8/128,16929.0,0,0,0,1
8070,2025-02-24,Outside Rangamati,27,F,Note 11S 6/128,15349.0,0,1,0,0
8071,2025-02-24,Rangamati Sadar,45,F,Pixel 7a 8/128,14240.0,1,1,0,0
8072,2025-02-24,Rangamati Sadar,50,F,Vivo T3x 5G 8/128,19083.0,0,0,0,1
8073,2025-02-24,Outside Rangamati,28,M,Note 11S 6/128,23181.0,0,1,0,0
8074,2025-02-24,Rangamati Sadar,18,F,Note 11S 6/128,19636.0,1,0,0,1
8075,2025-02-24,Rangamati Sadar,21,F,Galaxy A55 5G 8/128,15063.0,1,1,0,1
8076,2025-02-24,Inside Rangamati,36,M,iQOO Neo 9 Pro 5G 12/256,40765.0,1,0,0,0
8077,2025-02-24,Outside Rangamati,45,M,Pixel 7a 8/128,44582.0,0,1,0,1
8078,2025-02-24,Inside Rangamati,36,M,iQOO Z7 5G 6/128,19311.0,1,1,0,0
8079,2025-02-24,Rangamati Sadar,45,M,Pixel 8 Pro 12/256,22743.0,0,0,0,1
8080,2025-02-24,Inside Rangamati,27,F,R-70 Turbo 5G 6/128,16279.0,0,1,0,1
8081,2025-02-24,Rangamati Sadar,50,F,iQOO Z7 5G 6/128,20319.0,0,0,0,1
8082,2025-02-24,Outside Rangamati,48,M,Galaxy M35 5G 8/128,18735.0,0,0,0,0
8083,2025-02-24,Inside Rangamati,40,F,iPhone 16 Pro 256GB,23005.0,1,1,0,0
8084,2025-02-24,Inside Rangamati,27,F,iQOO Z7 5G 6/128,20884.0,0,1,0,1
8085,2025-02-24,Rangamati Sadar,41,F,Galaxy M35 5G 8/128,26594.0,0,0,0,1
8086,2025-02-24,Rangamati Sadar,20,F,Vivo Y200 5G 6/128,23228.0,0,0,0,0
8087,2025-02-24,Rangamati Sadar,44,M,iPhone 16 Pro 256GB,141032.0,1,0,1,1
8088,2025-02-24,Outside Rangamati,21,F,Vivo Y200 5G 6/128,18878.0,0,0,0,1
8089,2025-02-24,Rangamati Sadar,40,F,Narzo N53 4/64,12776.0,1,1,0,0
8090,2025-02-24,Outside Rangamati,49,F,iQOO Neo 9 Pro 5G 12/256,19205.0,1,0,0,1
8091,2025-02-24,Inside Rangamati,42,F,Note 11S 6/128,20318.0,0,0,0,1
8092,2025-02-24,Outside Rangamati,18,M,Galaxy M35 5G 8/128,18937.0,0,1,0,0
8093,2025-02-24,Outside Rangamati,37,F,Vivo Y200 5G 6/128,22936.0,0,1,1,1
8094,2025-02-24,Outside Rangamati,18,M,Note 14 Pro 5G 8/256,36666.0,0,1,0,0
8095,2025-02-24,Outside Rangamati,33,F,iPhone 16 Pro 256GB,25798.0,0,1,0,0
8096,2025-02-24,Rangamati Sadar,40,F,iQOO Z7 5G 6/128,25991.0,0,0,0,1
8097,2025-02-24,Outside Rangamati,18,F,R-70 Turbo 5G 6/128,22581.0,0,0,0,0
8098,2025-02-24,Rangamati Sadar,42,F,iQOO Neo 9 Pro 5G 12/256,12826.0,0,0,0,1
8099,2025-02-24,Rangamati Sadar,39,M,Vivo T3x 5G 8/128,18892.0,0,1,1,1
8100,2025-02-24,Outside Rangamati,39,M,Note 14 Pro 5G 8/256,14708.0,0,0,1,1
8101,2025-02-24,Inside Rangamati,33,M,R-70 Turbo 5G 6/128,24440.0,0,0,0,1
8102,2025-02-24,Inside Rangamati,46,F,Pixel 7a 8/128,20733.0,0,0,0,1
8103,2025-02-24,Inside Rangamati,35,F,iPhone 16 Pro Max 1TB,13731.0,0,0,0,1
8104,2025-02-24,Rangamati Sadar,34,F,iPhone 16 Pro Max 1TB,69609.0,0,1,1,0
8105,2025-02-25,Rangamati Sadar,18,M,Galaxy M35 5G 8/128,16657.0,0,0,1,1
8106,2025-02-25,Rangamati Sadar,45,M,Vivo T3x 5G 8/128,18378.0,0,0,0,0
8107,2025-02-25,Rangamati Sadar,50,F,iQOO Z7 5G 6/128,13143.0,1,0,0,1
8108,2025-02-25,Inside Rangamati,29,M,Galaxy M35 5G 8/128,26603.0,0,0,1,1
8109,2025-02-25,Rangamati Sadar,43,M,iQOO Neo 9 Pro 5G 12/256,19397.0,0,1,0,1
8110,2025-02-25,Rangamati Sadar,26,F,Galaxy A55 5G 8/128,13122.0,1,0,0,1
8111,2025-02-25,Inside Rangamati,45,F,R-70 Turbo 5G 6/128,23089.0,1,0,0,1
8112,2025-02-25,Inside Rangamati,46,M,iQOO Z7 5G 6/128,23171.0,1,1,1,0
8113,2025-02-25,Inside Rangamati,28,F,Galaxy A55 5G 8/128,39134.0,1,0,0,1
8114,2025-02-25,Outside Rangamati,50,M,Moto G85 5G 8/128,22994.0,1,0,0,1
8115,2025-02-25,Inside Rangamati,27,F,iPhone 16 Pro Max 1TB,13053.0,0,0,0,0
8116,2025-02-25,Rangamati Sadar,31,F,iPhone 16 Pro Max 1TB,23049.0,0,0,0,1
8117,2025-02-25,Rangamati Sadar,45,F,iPhone 16 Pro Max 1TB,16748.0,1,0,0,1
8118,2025-02-25,Rangamati Sadar,29,F,iPhone 16 Pro Max 1TB,21060.0,0,0,0,1
8119,2025-02-25,Rangamati Sadar,48,F,Vivo T3x 5G 8/128,23304.0,0,1,0,0
8120,2025-02-25,Inside Rangamati,36,M,Galaxy M35 5G 8/128,26086.0,1,0,0,1
8121,2025-02-25,Rangamati Sadar,47,M,Vivo T3x 5G 8/128,12955.0,1,0,0,1
8122,2025-02-25,Outside Rangamati,46,M,iPhone 16 Pro Max 1TB,41446.0,0,0,0,1
8123,2025-02-25,Inside Rangamati,23,M,Moto G85 5G 8/128,26893.0,0,0,0,1
8124,2025-02-25,Rangamati Sadar,42,M,Vivo T3x 5G 8/128,25318.0,0,1,0,0
8125,2025-02-25,Outside Rangamati,50,F,Pixel 7a 8/128,44703.0,1,0,0,0
8126,2025-02-25,Outside Rangamati,25,M,Galaxy M35 5G 8/128,26179.0,0,1,0,1
8127,2025-02-25,Inside Rangamati,29,M,iQOO Z7 5G 6/128,23837.0,1,0,0,0
8128,2025-02-25,Outside Rangamati,41,M,Pixel 8 Pro 12/256,13421.0,0,0,0,1
8129,2025-02-25,Outside Rangamati,21,F,Galaxy S24 Ultra 12/256,56266.0,0,0,0,1
8130,2025-02-25,Rangamati Sadar,49,M,Galaxy S24 Ultra 12/256,16964.0,0,0,0,1
8131,2025-02-25,Rangamati Sadar,34,M,R-70 Turbo 5G 6/128,14075.0,0,1,0,0
8132,2025-02-25,Outside Rangamati,20,M,iPhone 16 Pro Max 1TB,25871.0,0,0,1,1
8133,2025-02-25,Rangamati Sadar,42,M,Vivo Y200 5G 6/128,24832.0,0,0,0,1
8134,2025-02-25,Outside Rangamati,28,F,Narzo N53 4/64,13042.0,1,0,1,1
8135,2025-02-26,Rangamati Sadar,47,M,iQOO Z7 5G 6/128,13926.0,1,1,0,1
8136,2025-02-26,Rangamati Sadar,33,M,Pixel 8 Pro 12/256,40647.0,0,0,0,1
8137,2025-02-26,Inside Rangamati,23,F,Vivo T3x 5G 8/128,13516.0,0,1,0,0
8138,2025-02-26,Inside Rangamati,30,M,R-70 Turbo 5G 6/128,23973.0,1,0,1,1
8139,2025-02-26,Inside Rangamati,27,F,iQOO Z7 5G 6/128,21546.0,0,1,0,0
8140,2025-02-26,Outside Rangamati,46,M,Galaxy A55 5G 8/128,39571.0,1,0,1,0
8141,2025-02-26,Outside Rangamati,26,M,Galaxy M35 5G 8/128,14516.0,1,1,1,1
8142,2025-02-26,Rangamati Sadar,35,M,Note 14 Pro 5G 8/256,36865.0,1,1,0,1
8143,2025-02-26,Outside Rangamati,43,M,iPhone 16 Pro Max 1TB,199701.0,1,0,1,0
8144,2025-02-26,Outside Rangamati,29,M,iPhone 16 Pro 256GB,36022.0,1,1,0,1
8145,2025-02-26,Outside Rangamati,26,F,iQOO Neo 9 Pro 5G 12/256,26504.0,0,0,0,0
8146,2025-02-26,Inside Rangamati,23,M,Moto G85 5G 8/128,15274.0,1,0,0,1
8147,2025-02-26,Rangamati Sadar,40,M,Galaxy S24 Ultra 12/256,13444.0,0,0,0,1
8148,2025-02-26,Rangamati Sadar,49,M,Galaxy A55 5G 8/128,15759.0,0,0,0,1
8149,2025-02-26,Outside Rangamati,28,M,Note 14 Pro 5G 8/256,17607.0,1,0,1,1
8150,2025-02-26,Inside Rangamati,36,F,Galaxy S24 Ultra 12/256,25487.0,0,0,1,1
8151,2025-02-26,Rangamati Sadar,30,M,Pixel 7a 8/128,18351.0,0,1,0,1
8152,2025-02-26,Outside Rangamati,39,F,iPhone 16 Pro 256GB,32383.0,1,1,0,0
8153,2025-02-26,Outside Rangamati,42,M,iQOO Neo 9 Pro 5G 12/256,40032.0,1,0,1,1
8154,2025-02-26,Inside Rangamati,37,M,Note 11S 6/128,18189.0,0,1,0,0
8155,2025-02-26,Inside Rangamati,21,M,iPhone 16 Pro Max 1TB,23088.0,1,0,0,1
8156,2025-02-26,Outside Rangamati,45,M,iPhone 16 Pro Max 1TB,22202.0,0,1,1,1
8157,2025-02-26,Rangamati Sadar,24,F,Vivo T3x 5G 8/128,22067.0,1,1,0,0
8158,2025-02-26,Outside Rangamati,29,F,Galaxy S24 Ultra 12/256,26245.0,0,0,0,1
8159,2025-02-26,Rangamati Sadar,25,M,iQOO Neo 9 Pro 5G 12/256,19543.0,0,0,0,1
8160,2025-02-26,Rangamati Sadar,47,M,Pixel 7a 8/128,24441.0,1,1,1,1
8161,2025-02-26,Inside Rangamati,18,F,Galaxy A55 5G 8/128,39189.0,0,0,0,0
8162,2025-02-26,Rangamati Sadar,37,M,Note 14 Pro 5G 8/256,14355.0,0,0,0,1
8163,2025-02-26,Outside Rangamati,46,F,Vivo T3x 5G 8/128,24243.0,1,1,0,1
8164,2025-02-26,Inside Rangamati,24,F,Pixel 7a 8/128,44826.0,0,0,0,1
8165,2025-02-26,Inside Rangamati,29,F,iPhone 16 Pro 256GB,25092.0,0,1,0,0
8166,2025-02-26,Rangamati Sadar,19,M,Galaxy M35 5G 8/128,25868.0,0,0,0,1
8167,2025-02-26,Rangamati Sadar,25,F,Narzo N53 4/64,13080.0,0,1,0,0
8168,2025-02-26,Inside Rangamati,29,F,iPhone 16 Pro 256GB,15943.0,0,1,0,1
8169,2025-02-26,Outside Rangamati,35,F,iQOO Neo 9 Pro 5G 12/256,40826.0,1,1,0,0
8170,2025-02-27,Inside Rangamati,29,M,iQOO Z7 5G 6/128,20133.0,0,1,0,1
8171,2025-02-27,Outside Rangamati,18,M,Note 14 Pro 5G 8/256,36361.0,1,0,0,1
8172,2025-02-27,Inside Rangamati,47,M,iPhone 16 Pro 256GB,38336.0,0,0,0,1
8173,2025-02-27,Rangamati Sadar,19,F,Narzo N53 4/64,18055.0,0,0,0,0
8174,2025-02-27,Inside Rangamati,46,F,Redmi Note 12 Pro 8/128,18336.0,0,1,0,0
8175,2025-02-27,Outside Rangamati,33,F,Pixel 8 Pro 12/256,27032.0,0,1,0,0
8176,2025-02-27,Inside Rangamati,26,M,Pixel 8 Pro 12/256,63181.0,1,1,1,0
8177,2025-02-27,Outside Rangamati,37,M,iPhone 16 Pro Max 1TB,74975.0,0,1,0,1
8178,2025-02-27,Inside Rangamati,24,F,Pixel 8 Pro 12/256,15102.0,1,0,0,0
8179,2025-02-27,Outside Rangamati,40,M,iQOO Z7 5G 6/128,13834.0,0,0,0,0
8180,2025-02-27,Inside Rangamati,38,F,Moto G85 5G 8/128,23511.0,1,0,1,0
8181,2025-02-27,Outside Rangamati,21,F,Redmi Note 12 Pro 8/128,27608.0,0,1,0,1
8182,2025-02-27,Rangamati Sadar,39,F,iQOO Neo 9 Pro 5G 12/256,22786.0,1,1,0,1
8183,2025-02-27,Rangamati Sadar,50,M,Vivo T3x 5G 8/128,24781.0,0,0,0,1
8184,2025-02-27,Outside Rangamati,45,M,Moto G85 5G 8/128,13337.0,1,1,0,1
8185,2025-02-27,Inside Rangamati,45,M,Moto G85 5G 8/128,25860.0,1,1,0,0
8186,2025-02-27,Outside Rangamati,34,M,Note 11S 6/128,14474.0,0,0,0,1
8187,2025-02-27,Rangamati Sadar,38,M,Vivo T3x 5G 8/128,20385.0,0,1,0,1
8188,2025-02-27,Inside Rangamati,36,M,Narzo N53 4/64,24274.0,0,0,0,1
8189,2025-02-27,Rangamati Sadar,42,M,Galaxy M35 5G 8/128,14577.0,1,1,1,1
8190,2025-02-27,Outside Rangamati,22,M,Galaxy S24 Ultra 12/256,21459.0,1,1,0,0
8191,2025-02-27,Outside Rangamati,40,M,iQOO Neo 9 Pro 5G 12/256,14524.0,0,0,0,1
8192,2025-02-27,Outside Rangamati,19,F,Narzo N53 4/64,25189.0,0,0,0,1
8193,2025-02-27,Rangamati Sadar,50,M,Galaxy A55 5G 8/128,23726.0,0,1,0,0
8194,2025-02-27,Rangamati Sadar,49,F,Moto G85 5G 8/128,22709.0,0,0,0,0
8195,2025-02-27,Outside Rangamati,48,M,Galaxy A55 5G 8/128,39564.0,0,1,1,0
8196,2025-02-27,Inside Rangamati,29,F,Moto G85 5G 8/128,13116.0,0,1,1,1
8197,2025-02-27,Rangamati Sadar,42,M,Vivo T3x 5G 8/128,18877.0,0,1,0,1
8198,2025-02-27,Outside Rangamati,19,F,Galaxy M35 5G 8/128,18213.0,0,0,0,0
8199,2025-02-27,Outside Rangamati,48,F,Pixel 8 Pro 12/256,25236.0,1,1,0,0
8200,2025-02-27,Outside Rangamati,31,F,Pixel 8 Pro 12/256,17315.0,0,0,0,1
8201,2025-02-27,Inside Rangamati,24,F,Galaxy S24 Ultra 12/256,15705.0,0,0,0,0
8202,2025-02-27,Inside Rangamati,37,F,Moto G85 5G 8/128,26565.0,0,1,1,1
8203,2025-02-28,Inside Rangamati,28,M,Redmi Note 12 Pro 8/128,19648.0,1,1,1,1
8204,2025-02-28,Outside Rangamati,46,M,Note 11S 6/128,18203.0,0,0,0,1
8205,2025-02-28,Rangamati Sadar,29,F,iQOO Z7 5G 6/128,19302.0,0,1,1,1
8206,2025-02-28,Rangamati Sadar,46,F,Moto G85 5G 8/128,14030.0,0,0,1,1
8207,2025-02-28,Rangamati Sadar,28,F,Vivo Y200 5G 6/128,23711.0,0,1,0,1
8208,2025-02-28,Rangamati Sadar,36,F,R-70 Turbo 5G 6/128,17093.0,1,0,0,1
8209,2025-02-28,Rangamati Sadar,48,F,Galaxy S24 Ultra 12/256,22751.0,0,0,0,0
8210,2025-02-28,Outside Rangamati,19,F,Note 11S 6/128,17924.0,0,1,0,1
8211,2025-02-28,Outside Rangamati,28,F,R-70 Turbo 5G 6/128,23079.0,1,1,1,0
8212,2025-02-28,Outside Rangamati,38,M,Note 14 Pro 5G 8/256,17594.0,1,1,0,0
8213,2025-02-28,Outside Rangamati,34,M,iQOO Neo 9 Pro 5G 12/256,40231.0,1,1,0,0
8214,2025-02-28,Rangamati Sadar,38,F,Note 14 Pro 5G 8/256,36567.0,0,1,1,0
8215,2025-02-28,Inside Rangamati,35,F,Moto G85 5G 8/128,26310.0,1,0,0,0
8216,2025-02-28,Inside Rangamati,43,M,iPhone 16 Pro Max 1TB,25185.0,0,1,0,1
8217,2025-02-28,Inside Rangamati,31,M,Narzo N53 4/64,21264.0,0,1,0,1
8218,2025-02-28,Outside Rangamati,24,F,Galaxy S24 Ultra 12/256,16217.0,0,0,0,0
8219,2025-02-28,Rangamati Sadar,29,M,Narzo N53 4/64,18795.0,0,1,0,1
8220,2025-02-28,Inside Rangamati,20,M,Pixel 7a 8/128,21682.0,0,0,0,0
8221,2025-02-28,Outside Rangamati,48,M,R-70 Turbo 5G 6/128,16141.0,0,0,0,1
8222,2025-02-28,Outside Rangamati,31,M,Note 11S 6/128,13156.0,0,1,0,1
8223,2025-02-28,Outside Rangamati,20,F,R-70 Turbo 5G 6/128,19029.0,0,0,0,1
8224,2025-02-28,Inside Rangamati,41,M,R-70 Turbo 5G 6/128,12836.0,0,0,0,1
8225,2025-02-28,Outside Rangamati,30,M,Galaxy M35 5G 8/128,26007.0,0,0,1,1
8226,2025-02-28,Inside Rangamati,41,M,Galaxy A55 5G 8/128,39779.0,0,1,0,1
8227,2025-02-28,Rangamati Sadar,46,F,iPhone 16 Pro 256GB,21462.0,1,0,0,1
8228,2025-02-28,Inside Rangamati,30,M,Galaxy M35 5G 8/128,26361.0,0,0,0,1
8229,2025-02-28,Inside Rangamati,30,M,Galaxy M35 5G 8/128,18019.0,0,1,1,0
8230,2025-02-28,Outside Rangamati,40,F,Pixel 8 Pro 12/256,17162.0,0,1,0,0
8231,2025-03-01,Outside Rangamati,40,M,Narzo N53 4/64,13201.0,1,0,0,0
8232,2025-03-01,Rangamati Sadar,47,M,Pixel 7a 8/128,14514.0,1,0,0,0
8233,2025-03-01,Rangamati Sadar,35,M,iPhone 16 Pro Max 1TB,199682.0,0,0,1,1
8234,2025-03-01,Outside Rangamati,34,M,Narzo N53 4/64,22359.0,0,1,0,1
8235,2025-03-01,Outside Rangamati,36,M,iQOO Z7 5G 6/128,20659.0,0,0,1,1
8236,2025-03-01,Rangamati Sadar,37,M,Galaxy A55 5G 8/128,15286.0,1,0,0,1
8237,2025-03-01,Outside Rangamati,48,F,iPhone 16 Pro 256GB,74208.0,0,0,0,0
8238,2025-03-01,Outside Rangamati,46,M,Moto G85 5G 8/128,26848.0,0,0,0,0
8239,2025-03-01,Rangamati Sadar,32,F,R-70 Turbo 5G 6/128,24593.0,0,0,1,1
8240,2025-03-01,Inside Rangamati,22,M,Narzo N53 4/64,21727.0,0,1,0,0
8241,2025-03-01,Inside Rangamati,27,M,Vivo T3x 5G 8/128,24463.0,0,0,1,1
8242,2025-03-01,Rangamati Sadar,39,M,Vivo T3x 5G 8/128,25916.0,1,0,0,1
8243,2025-03-01,Rangamati Sadar,37,M,Pixel 8 Pro 12/256,45093.0,0,0,0,1
8244,2025-03-01,Outside Rangamati,36,M,Note 11S 6/128,25006.0,0,0,1,1
8245,2025-03-01,Inside Rangamati,30,M,Galaxy S24 Ultra 12/256,19974.0,0,0,1,0
8246,2025-03-01,Inside Rangamati,21,F,R-70 Turbo 5G 6/128,24544.0,0,1,1,1
8247,2025-03-01,Inside Rangamati,47,M,Pixel 8 Pro 12/256,25048.0,0,0,0,0
8248,2025-03-01,Inside Rangamati,36,F,iQOO Z7 5G 6/128,21335.0,0,1,0,1
8249,2025-03-01,Outside Rangamati,28,F,Galaxy A55 5G 8/128,12927.0,0,1,1,1
8250,2025-03-01,Rangamati Sadar,42,F,Pixel 8 Pro 12/256,60429.0,0,0,0,1
8251,2025-03-01,Rangamati Sadar,31,F,iQOO Neo 9 Pro 5G 12/256,40098.0,0,1,1,1
8252,2025-03-01,Inside Rangamati,44,F,Note 11S 6/128,18287.0,1,0,0,1
8253,2025-03-01,Rangamati Sadar,45,F,iQOO Z7 5G 6/128,16457.0,0,1,0,1
8254,2025-03-01,Outside Rangamati,49,M,Redmi Note 12 Pro 8/128,16894.0,1,1,1,1
8255,2025-03-01,Inside Rangamati,36,M,Vivo Y200 5G 6/128,23306.0,0,0,0,1
8256,2025-03-01,Outside Rangamati,49,M,Galaxy A55 5G 8/128,25648.0,0,0,0,0
8257,2025-03-01,Rangamati Sadar,22,F,Galaxy A55 5G 8/128,13034.0,1,1,0,1
8258,2025-03-01,Outside Rangamati,27,M,R-70 Turbo 5G 6/128,21354.0,0,1,0,0
8259,2025-03-01,Outside Rangamati,29,F,Vivo Y200 5G 6/128,22242.0,0,0,0,1
8260,2025-03-02,Inside Rangamati,34,F,iQOO Neo 9 Pro 5G 12/256,40346.0,0,0,0,1
8261,2025-03-02,Outside Rangamati,50,F,Galaxy A55 5G 8/128,22525.0,1,1,0,1
8262,2025-03-02,Outside Rangamati,40,M,Note 11S 6/128,20236.0,0,0,0,1
8263,2025-03-02,Rangamati Sadar,48,F,Note 11S 6/128,25052.0,0,0,0,0
8264,2025-03-02,Inside Rangamati,27,M,Narzo N53 4/64,19490.0,1,0,0,1
8265,2025-03-02,Rangamati Sadar,24,F,R-70 Turbo 5G 6/128,25994.0,0,1,0,1
8266,2025-03-02,Rangamati Sadar,38,M,Redmi Note 12 Pro 8/128,26916.0,1,0,0,1
8267,2025-03-02,Inside Rangamati,28,M,Galaxy A55 5G 8/128,14224.0,1,1,0,1
8268,2025-03-02,Outside Rangamati,40,F,iQOO Neo 9 Pro 5G 12/256,40982.0,0,0,1,0
8269,2025-03-02,Inside Rangamati,45,F,Pixel 7a 8/128,19796.0,0,0,0,0
8270,2025-03-02,Outside Rangamati,18,F,iQOO Z7 5G 6/128,26973.0,1,0,0,1
8271,2025-03-02,Rangamati Sadar,40,F,Note 14 Pro 5G 8/256,23904.0,0,0,0,1
8272,2025-03-02,Inside Rangamati,20,F,Note 11S 6/128,25172.0,0,0,0,1
8273,2025-03-02,Rangamati Sadar,33,F,Redmi Note 12 Pro 8/128,23156.0,0,1,0,0
8274,2025-03-02,Inside Rangamati,50,M,Vivo Y200 5G 6/128,23876.0,0,1,1,1
8275,2025-03-02,Outside Rangamati,30,F,iQOO Z7 5G 6/128,17331.0,0,1,0,0
8276,2025-03-02,Rangamati Sadar,28,F,Galaxy M35 5G 8/128,15443.0,0,1,0,1
8277,2025-03-02,Inside Rangamati,26,F,Moto G85 5G 8/128,18198.0,1,0,0,0
8278,2025-03-02,Rangamati Sadar,28,M,iQOO Neo 9 Pro 5G 12/256,40605.0,1,1,0,1
8279,2025-03-02,Rangamati Sadar,31,F,Moto G85 5G 8/128,26175.0,0,0,1,1
8280,2025-03-02,Inside Rangamati,25,M,Vivo T3x 5G 8/128,23813.0,1,0,1,0
8281,2025-03-03,Inside Rangamati,40,F,iPhone 16 Pro 256GB,22895.0,1,0,0,0
